date,title,review,rating,username,helpful_votes,review_length,platform,language,location,version,verified_purchase,no_stopwords,tokens,lemmatized_tokens,processed_text,sentiment,sentiment_encoded
,Edge past every either scientist.,along type see risk nor article list college prevent factor say agree machine camera baby,3,reneestevenson,131,89,Website,en,Palestinian Territory,4.8.3,Yes,along type see risk article list college prevent factor say agree machine camera baby,"['along', 'type', 'see', 'risk', 'article', 'list', 'college', 'prevent', 'factor', 'say', 'agree', 'machine', 'camera', 'baby']","['along', 'type', 'see', 'risk', 'article', 'list', 'college', 'prevent', 'factor', 'say', 'agree', 'machine', 'camera', 'baby']",along type see risk article list college prevent factor say agree machine camera baby,Neutral,1
2025-05-05,Politics sense break.,space end red machine son television garden base certain value study sell include himself produce rise cold official success,5,stevenalvarez,77,124,App Store,en,Lebanon,1.7.6,No,space end red machine son television garden base certain value study sell include produce rise cold official success,"['space', 'end', 'red', 'machine', 'son', 'television', 'garden', 'base', 'certain', 'value', 'study', 'sell', 'include', 'produce', 'rise', 'cold', 'official', 'success']","['space', 'end', 'red', 'machine', 'son', 'television', 'garden', 'base', 'certain', 'value', 'study', 'sell', 'include', 'produce', 'rise', 'cold', 'official', 'success']",space end red machine son television garden base certain value study sell include produce rise cold official success,Positive,2
,Effort once leave push.,do raise hope enjoy most itself eye something high firm morning what truth pm what it truth teach friend environment,1,jessicachapman,125,116,App Store,en,Congo,1.5.9,Yes,raise hope enjoy eye something high firm morning truth pm truth teach friend environment,"['raise', 'hope', 'enjoy', 'eye', 'something', 'high', 'firm', 'morning', 'truth', 'pm', 'truth', 'teach', 'friend', 'environment']","['raise', 'hope', 'enjoy', 'eye', 'something', 'high', 'firm', 'morning', 'truth', 'pm', 'truth', 'teach', 'friend', 'environment']",raise hope enjoy eye something high firm morning truth pm truth teach friend environment,Negative,0
,Candidate prevent tonight not whose to receive education.,question year finish action across attack in moment rate goal edge alone people arm order thus describe outside business when beat,1,eguerrero,32,130,Amazon,en,Northern Mariana Islands,5.8.5,No,question year finish action across attack moment rate goal edge alone people arm order thus describe outside business beat,"['question', 'year', 'finish', 'action', 'across', 'attack', 'moment', 'rate', 'goal', 'edge', 'alone', 'people', 'arm', 'order', 'thus', 'describe', 'outside', 'business', 'beat']","['question', 'year', 'finish', 'action', 'across', 'attack', 'moment', 'rate', 'goal', 'edge', 'alone', 'people', 'arm', 'order', 'thus', 'describe', 'outside', 'business', 'beat']",question year finish action across attack moment rate goal edge alone people arm order thus describe outside business beat,Negative,0
,Century shoulder despite poor.,show realize property show either sit everyone artist home election spend concern attorney woman customer hotel population,5,gbaldwin,135,122,Amazon,en,Antigua and Barbuda,5.9.6,Yes,show realize property show either sit everyone artist home election spend concern attorney woman customer hotel population,"['show', 'realize', 'property', 'show', 'either', 'sit', 'everyone', 'artist', 'home', 'election', 'spend', 'concern', 'attorney', 'woman', 'customer', 'hotel', 'population']","['show', 'realize', 'property', 'show', 'either', 'sit', 'everyone', 'artist', 'home', 'election', 'spend', 'concern', 'attorney', 'woman', 'customer', 'hotel', 'population']",show realize property show either sit everyone artist home election spend concern attorney woman customer hotel population,Positive,2
2024-08-07,Long identify road speech audience difficult his.,number economy knowledge to chance policy professor entire record toward off middle vote,1,imartinez,167,88,Website,en,Vietnam,4.7.3,No,number economy knowledge chance policy professor entire record toward middle vote,"['number', 'economy', 'knowledge', 'chance', 'policy', 'professor', 'entire', 'record', 'toward', 'middle', 'vote']","['number', 'economy', 'knowledge', 'chance', 'policy', 'professor', 'entire', 'record', 'toward', 'middle', 'vote']",number economy knowledge chance policy professor entire record toward middle vote,Negative,0
,Cause cover rest or majority.,radio hundred place where before movement which ball least short computer always his course receive to piece grow be plan,3,sparksdawn,116,121,App Store,en,Luxembourg,1.5.6,No,radio hundred place movement ball least short computer always course receive piece grow plan,"['radio', 'hundred', 'place', 'movement', 'ball', 'least', 'short', 'computer', 'always', 'course', 'receive', 'piece', 'grow', 'plan']","['radio', 'hundred', 'place', 'movement', 'ball', 'least', 'short', 'computer', 'always', 'course', 'receive', 'piece', 'grow', 'plan']",radio hundred place movement ball least short computer always course receive piece grow plan,Neutral,1
,Particularly structure ask stage box organization past.,whom administration fund front return if deep president mission vote thank chance often under already center president likely truth animal red candidate common anyone film soldier,3,brockronald,95,179,Flipkart,en,Sudan,1.1.1,Yes,administration fund front return deep president mission vote thank chance often already center president likely truth animal red candidate common anyone film soldier,"['administration', 'fund', 'front', 'return', 'deep', 'president', 'mission', 'vote', 'thank', 'chance', 'often', 'already', 'center', 'president', 'likely', 'truth', 'animal', 'red', 'candidate', 'common', 'anyone', 'film', 'soldier']","['administration', 'fund', 'front', 'return', 'deep', 'president', 'mission', 'vote', 'thank', 'chance', 'often', 'already', 'center', 'president', 'likely', 'truth', 'animal', 'red', 'candidate', 'common', 'anyone', 'film', 'soldier']",administration fund front return deep president mission vote thank chance often already center president likely truth animal red candidate common anyone film soldier,Neutral,1
,Religious order exist really.,food wish office case student soldier share or friend building center collection have close during old card social place heavy citizen they ball account,4,nschwartz,24,152,Amazon,en,Cambodia,5.0.9,No,food wish office case student soldier share friend building center collection close old card social place heavy citizen ball account,"['food', 'wish', 'office', 'case', 'student', 'soldier', 'share', 'friend', 'building', 'center', 'collection', 'close', 'old', 'card', 'social', 'place', 'heavy', 'citizen', 'ball', 'account']","['food', 'wish', 'office', 'case', 'student', 'soldier', 'share', 'friend', 'building', 'center', 'collection', 'close', 'old', 'card', 'social', 'place', 'heavy', 'citizen', 'ball', 'account']",food wish office case student soldier share friend building center collection close old card social place heavy citizen ball account,Positive,2
,Everybody create someone rate why.,mission include visit particular also conference matter wear physical girl above dog brother morning believe gun seven music despite show,1,kjimenez,105,137,Amazon,en,Paraguay,1.4.9,No,mission include visit particular also conference matter wear physical girl dog brother morning believe gun seven music despite show,"['mission', 'include', 'visit', 'particular', 'also', 'conference', 'matter', 'wear', 'physical', 'girl', 'dog', 'brother', 'morning', 'believe', 'gun', 'seven', 'music', 'despite', 'show']","['mission', 'include', 'visit', 'particular', 'also', 'conference', 'matter', 'wear', 'physical', 'girl', 'dog', 'brother', 'morning', 'believe', 'gun', 'seven', 'music', 'despite', 'show']",mission include visit particular also conference matter wear physical girl dog brother morning believe gun seven music despite show,Negative,0
,For better scene thank.,approach hair decide edge pattern three analysis science understand compare size machine break time return or for cup quality for,3,evance,26,129,Website,en,Latvia,2.2.7,Yes,approach hair decide edge pattern three analysis science understand compare size machine break time return cup quality,"['approach', 'hair', 'decide', 'edge', 'pattern', 'three', 'analysis', 'science', 'understand', 'compare', 'size', 'machine', 'break', 'time', 'return', 'cup', 'quality']","['approach', 'hair', 'decide', 'edge', 'pattern', 'three', 'analysis', 'science', 'understand', 'compare', 'size', 'machine', 'break', 'time', 'return', 'cup', 'quality']",approach hair decide edge pattern three analysis science understand compare size machine break time return cup quality,Neutral,1
,Majority yet option student evidence role save.,approach job democratic participant concern health leader create grow especially from allow arrive carry surface learn commercial gas though page smile point particularly color wife talk beat,1,johnhamilton,89,191,Website,en,Cyprus,1.4.9,Yes,approach job democratic participant concern health leader create grow especially allow arrive carry surface learn commercial gas though page smile point particularly color wife talk beat,"['approach', 'job', 'democratic', 'participant', 'concern', 'health', 'leader', 'create', 'grow', 'especially', 'allow', 'arrive', 'carry', 'surface', 'learn', 'commercial', 'gas', 'though', 'page', 'smile', 'point', 'particularly', 'color', 'wife', 'talk', 'beat']","['approach', 'job', 'democratic', 'participant', 'concern', 'health', 'leader', 'create', 'grow', 'especially', 'allow', 'arrive', 'carry', 'surface', 'learn', 'commercial', 'gas', 'though', 'page', 'smile', 'point', 'particularly', 'color', 'wife', 'talk', 'beat']",approach job democratic participant concern health leader create grow especially allow arrive carry surface learn commercial gas though page smile point particularly color wife talk beat,Negative,0
